Player,TH,Total Wars,Total Closer Stars,Total Avg Closer Stars,Total Stars,Avg Total Stars,Total 3-stars,Total Holds,Total Bleeds,Total Nuked,Attacks,Closer Stars,Avg Closer Stars,Stars,Avg Stars,Avg Dmg %,3-stars,3-star %,Near-miss (95%),Salt Attacks,Salt Closer Stars,Salt Stars,Salt Avg Stars,Salt 3-stars,Salt 3-star %,Salt 1st Attempt,Salt % 1st Close,Salt Avg Dmg,Boot Attacks,Boot Closer Stars,Boot Stars,Boot Avg Stars,Boot 3-stars,Boot 3-star %,Boot 1st Attempt,Boot % 1st Close,Boot Avg Dmg,Nuke Attacks,Nuke Closer Stars,Nuke Stars,Nuke Avg Stars,Nuke 3-stars,Nuke 3-star %,Nuke 1st Attempt,Nuke % 1st Close,Nuke Avg Dmg,Snipe Attacks,Snipe Closer Stars,Snipe Stars,Snipe Avg Stars,Snipe 3-stars,Snipe 3-star %,Snipe 1st Attempt,Snipe % 1st Close,Snipe Avg Dmg,Total Defends,Stars Yielded,Avg Stars Yielded,Avg Dmg,3-stars Yielded,Misses,Defend Ratio,Peer Attacks,Peer Stars,Peer 3-stars,Peer Avg Stars,Peer Avg Dmg,Peer Misses,Nuke Attacks,Nuke Stars,Nuke 3-stars,Nuke Avg Stars,Nuke Avg Dmg,Nuke Misses,Snipe Attacks,Snipe Stars,Snipe 3-stars,Snipe Avg Stars,Snipe Avg Dmg,Snipe Misses,
H,9,3,8,2.66667,15,5,3,1,2,0,6,8,1.33333,15,2.5,85.1667,3,0.5,0,4,3,10,2.5,2,0.5,0,0,89.5,1,3,3,3,1,1,1,1,100,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,53,5,12,2.4,88.8,2,0,1.67633,5,12,2,2.4,88.8,0,0,0,0,0,0,0,0,0,0,0,0,0,
Khaos,9,2,11,5.5,11,5.5,3,0,1,0,4,11,2.75,11,2.75,96.25,3,0.75,0,4,11,11,2.75,3,0.75,3,0.75,96.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2.33333,82,2,0,1.48529,3,7,2,2.33333,82,0,0,0,0,0,0,0,0,0,0,0,0,0,
Darth Carlos,10,10,24,2.4,41,4.1,7,5,8,2,20,24,1.2,41,2.05,83.1,7,0.35,2,8,4,14,1.75,0,0,2,0.25,75.625,8,17,20,2.5,5,0.625,0,0,93.875,2,3,6,3,2,1,0,0,100,2,0,1,0.5,0,0,0,0,53,18,34,1.88889,75.7222,6,2,2.09716,11,22,3,2,73.7273,0,2,6,2,3,100,0,5,6,1,1.2,70.4,2,
ThatDude,8,1,6,6,6,6,2,0,0,0,2,6,3,6,3,100,2,1,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,1,1,1,100,1,3,3,3,1,1,1,1,100,0,0,0,0,0,0,0,0,0,1,3,3,100,1,0,1.07843,1,3,1,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
Aboy,10,17,60,3.52941,80,4.70588,17,10,8,1,34,60,1.76471,80,2.35294,87.0294,17,0.5,3,2,0,3,1.5,0,0,0,0,58,22,31,48,2.18182,8,0.363636,11,0.5,83.9545,10,29,29,2.9,9,0.9,1,0.1,99.6,0,0,0,0,0,0,0,0,0,25,57,2.28,83.36,7,0,1.50035,23,53,7,2.30435,83.8261,0,1,2,0,2,96,0,1,2,0,2,60,0,
SlimShady,9,16,46,2.875,71,4.4375,14,9,21,3,32,46,1.4375,71,2.21875,83.2188,14,0.4375,2,14,15,30,2.14286,5,0.357143,3,0.214286,82.3571,14,29,37,2.64286,9,0.642857,5,0.357143,93.0714,0,0,0,0,0,0,0,0,0,4,2,4,1,0,0,1,0.25,51.75,37,76,2.05405,78.1351,7,1,2.33148,32,66,6,2.0625,79.1875,1,2,4,0,2,73.5,0,3,6,1,2,70,0,
Michael,9,1,5,5,5,5,1,0,0,0,2,5,2.5,5,2.5,93.5,1,0.5,0,1,2,2,2,0,0,1,1,87,1,3,3,3,1,1,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,100,1,0,1.02941,1,3,1,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
MonkeyMan117,9,3,9,3,11,3.66667,3,0,1,0,4,9,2.25,11,2.75,94.75,3,0.75,0,1,0,2,2,0,0,0,0,79,2,6,6,3,2,1,2,1,100,1,3,3,3,1,1,1,1,100,0,0,0,0,0,0,0,0,0,4,11,2.75,95.75,3,0,1.34375,4,11,3,2.75,95.75,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jippieh Yeah,9,12,44,3.66667,60,5,17,7,6,0,24,44,1.83333,60,2.5,88,17,0.708333,0,13,30,36,2.76923,10,0.769231,0,0,93.3846,7,12,21,3,7,1,0,0,100,0,0,0,0,0,0,0,0,0,4,2,3,0.75,0,0,0,0,49.5,18,38,2.11111,74.6667,5,0,1.49265,18,38,5,2.11111,74.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,
726,10,4,6,1.5,14,3.5,2,2,3,0,8,6,0.75,14,1.75,76.125,2,0.25,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,54,6,6,12,2,2,0.333333,1,0.166667,83.5,0,0,0,0,0,0,0,0,0,7,14,2,78.1429,2,0,1.96071,4,8,1,2,70.25,0,0,0,0,0,0,0,3,6,1,2,88.6667,0,
Fresh,10,1,3,3,5,5,1,1,0,0,2,3,1.5,5,2.5,96,1,0.5,0,0,0,0,0,0,0,0,0,0,2,3,5,2.5,1,0.5,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,79,0,0,1.22857,1,2,0,2,79,0,0,0,0,0,0,0,0,0,0,0,0,0,
Andy,9,2,3,1.5,8,4,1,1,3,2,4,3,0.75,8,2,83.5,1,0.25,0,2,0,3,1.5,0,0,0,0,71,2,3,5,2.5,1,0.5,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,2,75.4,1,0,2.42754,4,9,1,2.25,87.5,0,0,0,0,0,0,0,1,1,0,1,27,0,
Prabhu Venkat,9,1,3,3,5,5,1,1,1,1,2,3,1.5,5,2.5,99.5,1,0.5,1,2,3,5,2.5,1,0.5,0,0,99.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,78.5,0,0,2.26087,1,2,0,2,64,0,1,2,0,2,93,0,0,0,0,0,0,0,
Eric,9,2,2,1,8,4,0,0,1,0,4,2,0.5,8,2,86,0,0,0,4,2,8,2,0,0,1,0.25,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2.33333,86.6667,2,0,1.5,3,7,2,2.33333,86.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,
